date,open,high,low,close,volume
2019-01-04 15:39:00-05:00,147.19,147.275,147.155,147.255,4422.0
2019-01-04 15:40:00-05:00,147.26,147.365,147.16,147.33,12369.0
2019-01-04 15:41:00-05:00,147.37,147.445,147.325,147.44,9570.0
2019-01-04 15:42:00-05:00,147.45,147.49,147.42,147.46,2834.0
2019-01-04 15:43:00-05:00,147.455,147.805,147.44,147.795,18596.0
2019-01-04 15:44:00-05:00,147.77,147.93,147.71,147.8,12137.0
2019-01-04 15:45:00-05:00,147.8,147.97,147.72,147.8,4378.0
2019-01-04 15:46:00-05:00,147.8,147.84,147.735,147.75,7440.0
2019-01-04 15:47:00-05:00,147.735,147.845,147.65,147.82,2746.0
2019-01-04 15:48:00-05:00,147.82,147.89,147.81,147.845,3420.0
2019-01-04 15:49:00-05:00,147.845,147.9,147.71,147.73,3852.0
2019-01-04 15:50:00-05:00,147.725,147.79,147.725,147.74,2759.0
2019-01-04 15:51:00-05:00,147.74,147.74,147.74,147.74,0.0
2019-01-04 15:52:00-05:00,147.675,147.7,147.67,147.69,633.0
2019-01-04 15:53:00-05:00,147.69,147.69,147.69,147.69,0.0
2019-01-04 15:54:00-05:00,147.74,147.75,147.685,147.685,150.0
2019-01-04 15:55:00-05:00,147.71,147.975,147.685,147.965,5606.0
2019-01-04 15:56:00-05:00,147.96,148.05,147.84,148.045,6244.0
2019-01-04 15:57:00-05:00,148.02,148.06,147.885,148.02,7881.0
2019-01-04 15:58:00-05:00,148.02,148.09,147.98,148.08,11137.0
2019-01-04 15:59:00-05:00,148.15,148.29,148.11,148.285,6037.0
